Code,Category,Honda likely summary,Recommended Shop
P0198,Air intake / sensors,"Likely air intake / sensors fault affecting fuel trim, fuel temperature, pressure sensing, or sensor signal quality.",CMD Automotive
P0199,Air intake / sensors,"Likely air intake / sensors fault affecting fuel trim, fuel temperature, pressure sensing, or sensor signal quality.",CMD Automotive
P0200,Fuel injectors,"Injector circuit malfunction; likely injector power, ground, wiring, or PCM driver issue.",MP Motorwerks
P0201,Fuel injectors,"Injector circuit fault for cylinder 1; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0202,Fuel injectors,"Injector circuit fault for cylinder 2; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0203,Fuel injectors,"Injector circuit fault for cylinder 3; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0204,Fuel injectors,"Injector circuit fault for cylinder 4; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0205,Fuel injectors,"Injector circuit fault for cylinder 5; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0206,Fuel injectors,"Injector circuit fault for cylinder 6; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0207,Fuel injectors,"Injector circuit fault for cylinder 7; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0208,Fuel injectors,"Injector circuit fault for cylinder 8; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0209,Fuel injectors,"Injector circuit fault for cylinder 9; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0210,Fuel injectors,"Injector circuit fault for cylinder 10; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0211,Fuel injectors,"Injector circuit fault for cylinder 11; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0212,Fuel injectors,"Injector circuit fault for cylinder 12; likely injector, connector, harness, or PCM driver issue.",MP Motorwerks
P0213,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0214,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0215,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0216,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0217,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0218,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0219,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0220,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0221,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0222,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0223,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0224,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0225,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0226,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0227,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0228,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0229,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0230,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0231,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0232,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0233,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0234,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0235,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0236,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0237,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0238,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0239,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0240,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0241,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0242,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0243,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0244,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0245,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0246,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0247,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0248,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0249,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0250,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0251,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0252,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0253,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0254,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0255,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0256,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0257,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0258,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0259,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0260,Fuel injectors,Likely fuel injectors fault.,MP Motorwerks
P0261,Fuel injectors,"Cylinder 1 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0262,Fuel injectors,"Cylinder 1 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0263,Fuel injectors,"Cylinder 1 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0264,Fuel injectors,"Cylinder 2 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0265,Fuel injectors,"Cylinder 2 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0266,Fuel injectors,"Cylinder 2 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0267,Fuel injectors,"Cylinder 3 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0268,Fuel injectors,"Cylinder 3 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0269,Fuel injectors,"Cylinder 3 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0270,Fuel injectors,"Cylinder 4 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0271,Fuel injectors,"Cylinder 4 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0272,Fuel injectors,"Cylinder 4 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0273,Fuel injectors,"Cylinder 5 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0274,Fuel injectors,"Cylinder 5 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0275,Fuel injectors,"Cylinder 5 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0276,Fuel injectors,"Cylinder 6 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0277,Fuel injectors,"Cylinder 6 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0278,Fuel injectors,"Cylinder 6 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0279,Fuel injectors,"Cylinder 7 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0280,Fuel injectors,"Cylinder 7 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0281,Fuel injectors,"Cylinder 7 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0282,Fuel injectors,"Cylinder 8 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0283,Fuel injectors,"Cylinder 8 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0284,Fuel injectors,"Cylinder 8 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0285,Fuel injectors,"Cylinder 9 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0286,Fuel injectors,"Cylinder 9 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0287,Fuel injectors,"Cylinder 9 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0288,Fuel injectors,"Cylinder 10 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0289,Fuel injectors,"Cylinder 10 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0290,Fuel injectors,"Cylinder 10 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0291,Fuel injectors,"Cylinder 11 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0292,Fuel injectors,"Cylinder 11 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0293,Fuel injectors,"Cylinder 11 contribution or balance fault; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0294,Fuel injectors,"Cylinder 12 injector circuit low; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0295,Fuel injectors,"Cylinder 12 injector circuit high; likely injector, wiring, fuel delivery, or cylinder mechanical issue.",MP Motorwerks
P0296,Fuel injectors,"Cylinder 12 contribution or balance fault; likely injector, fuel delivery, ignition, or compression issue.",MP Motorwerks
P0297,Fuel injectors,"Vehicle overspeed condition; may be limiter, sensor, or control issue.",MP Motorwerks
P0298,Fuel injectors,"Engine oil overtemperature; check oil level, cooling, and engine load conditions.",MP Motorwerks
P0299,Fuel injectors,Turbo or supercharger underboost; not common on many Hondas unless turbocharged.,MP Motorwerks
P0300,Ignition / cylinder misfire,"Random or multiple cylinder misfire detected; on Hondas common causes are spark plugs, ignition coils, injectors, or vacuum leaks.",Asia Works
P0301,Ignition / cylinder misfire,"Cylinder 1 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0302,Ignition / cylinder misfire,"Cylinder 2 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0303,Ignition / cylinder misfire,"Cylinder 3 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0304,Ignition / cylinder misfire,"Cylinder 4 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0305,Ignition / cylinder misfire,"Cylinder 5 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0306,Ignition / cylinder misfire,"Cylinder 6 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0307,Ignition / cylinder misfire,"Cylinder 7 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0308,Ignition / cylinder misfire,"Cylinder 8 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0309,Ignition / cylinder misfire,"Cylinder 9 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0310,Ignition / cylinder misfire,"Cylinder 10 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
P0311,Ignition / cylinder misfire,"Cylinder 11 misfire detected; on Hondas likely spark plug, coil, injector, compression, or vacuum related.",Asia Works
